MSSV,Student_Profile,Current_Semester,GPA_Cumulative,Total_Credits,Credits_Completed,Credits_Remaining,Completion_Rate,Average_Credits_Per_Semester,Remaining_To_OJT,Failed_Courses,Retake_Count,Missing_Prerequisite_Courses,Academic_Warning_Count,Suspension_Count,Planned_OJT_Semester,Risk_Score,Risk_Level,OJT_Delay_Risk,OJT_Eligible,OJT_Readiness,AI_Recommendation
SE1803084,Excellent,2,9.96,120,37,83,30.83,18.5,63,0,0,0,0,0,5,3,Low,0,False,58.5,Complete at least 63 more credits.
SE1803085,Average,5,6.03,120,85,35,70.83,17.0,15,1,3,0,0,0,7,5,Low,0,False,73.5,Complete at least 15 more credits. Retake failed courses as soon as possible.
SE1803086,Average,3,6.75,120,55,65,45.83,18.33,45,1,2,0,0,0,5,6,Medium,0,False,60.5,Complete at least 45 more credits. Retake failed courses as soon as possible.
SE1803087,Average,6,6.36,120,107,13,89.17,17.83,0,2,4,2,1,0,7,9,Medium,0,False,62.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803088,Good,6,8.47,120,111,9,92.5,18.5,0,1,1,0,0,0,7,2,Low,0,True,90.5,Retake failed courses as soon as possible.
SE1803089,Average,5,6.76,120,88,32,73.33,17.6,12,3,2,0,1,0,7,7,Medium,0,False,66.0,Complete at least 12 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803090,Good,4,8.07,120,75,45,62.5,18.75,25,1,0,1,0,0,5,5,Low,0,False,68.5,Complete at least 25 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803091,Average,6,6.61,120,99,21,82.5,16.5,1,2,4,1,1,0,6,9,Medium,0,False,64.5,Complete at least 1 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803092,AtRisk,7,5.76,120,92,28,76.67,13.14,8,5,5,2,2,0,8,16,High,1,False,39.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803093,AtRisk,4,5.59,120,51,69,42.5,12.75,49,4,5,3,2,0,6,18,High,1,False,15.5,Complete at least 49 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803094,Good,5,7.77,120,91,29,75.83,18.2,9,1,2,1,0,0,6,5,Low,0,False,72.5,Complete at least 9 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803095,Average,4,6.26,120,60,60,50.0,15.0,40,3,4,0,0,0,6,8,Medium,0,False,53.0,Complete at least 40 more credits. Retake failed courses as soon as possible.
SE1803096,AtRisk,3,5.96,120,47,73,39.17,15.67,53,5,3,1,1,0,5,15,High,1,False,31.5,Complete at least 53 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803097,Recovery,4,6.6,120,71,49,59.17,17.75,29,1,4,1,1,0,6,10,Medium,0,False,53.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803098,Average,6,6.08,120,103,17,85.83,17.17,0,3,4,0,0,0,7,5,Low,0,True,74.5,Retake failed courses as soon as possible.
SE1803099,AtRisk,3,5.27,120,50,70,41.67,16.67,50,5,3,1,1,0,6,15,High,1,False,33.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803100,Good,4,8.44,120,75,45,62.5,18.75,25,0,0,1,0,0,5,4,Low,0,False,71.5,Complete at least 25 more credits. Complete all prerequisite courses.
SE1803101,AtRisk,4,5.88,120,65,55,54.17,16.25,35,5,3,3,1,0,6,17,High,1,False,28.5,Complete at least 35 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803102,Average,5,6.6,120,88,32,73.33,17.6,12,2,3,1,0,0,6,7,Medium,0,False,66.0,Complete at least 12 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803103,Average,7,6.95,120,115,5,95.83,16.43,0,3,3,2,1,0,8,10,Medium,0,False,65.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803104,Excellent,4,9.19,120,79,41,65.83,19.75,21,0,0,0,0,0,5,2,Low,0,False,79.5,Complete at least 21 more credits.
SE1803105,Average,6,6.83,120,108,12,90.0,18.0,0,3,4,2,1,0,7,10,Medium,0,False,60.0,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803106,Good,3,7.38,120,57,63,47.5,19.0,43,1,0,0,0,0,5,4,Low,0,False,65.5,Complete at least 43 more credits. Retake failed courses as soon as possible.
SE1803107,Recovery,7,5.94,120,111,9,92.5,15.86,0,1,3,0,1,0,8,8,Medium,0,True,81.5,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803108,Good,4,7.99,120,69,51,57.5,17.25,31,0,1,1,0,0,5,6,Medium,0,False,66.5,Complete at least 31 more credits. Complete all prerequisite courses.
SE1803109,Good,3,8.46,120,54,66,45.0,18.0,46,1,1,0,0,0,6,5,Low,0,False,62.0,Complete at least 46 more credits. Retake failed courses as soon as possible.
SE1803110,Good,6,8.46,120,106,14,88.33,17.67,0,1,0,0,0,0,7,1,Low,0,True,90.0,Retake failed courses as soon as possible.
SE1803111,Excellent,4,9.42,120,80,40,66.67,20.0,20,0,0,0,0,0,5,2,Low,0,False,80.0,Complete at least 20 more credits.
SE1803112,Good,2,7.95,120,38,82,31.67,19.0,62,0,0,0,0,0,5,3,Low,0,False,59.0,Complete at least 62 more credits.
SE1803113,AtRisk,7,5.71,120,107,13,89.17,15.29,0,3,6,3,1,1,8,16,High,1,False,41.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803114,Good,6,7.52,120,103,17,85.83,17.17,0,0,0,0,0,0,6,0,Low,0,True,91.5,You are ready for OJT.
SE1803115,Average,6,6.55,120,107,13,89.17,17.83,0,3,1,1,1,0,7,8,Medium,0,False,71.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803116,Average,3,6.62,120,53,67,44.17,17.67,47,2,4,1,0,0,6,9,Medium,0,False,46.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803117,Good,6,7.12,120,100,20,83.33,16.67,0,0,2,0,0,0,6,1,Low,0,True,86.0,You are ready for OJT.
SE1803118,Recovery,7,6.32,120,110,10,91.67,15.71,0,2,3,0,1,0,8,6,Medium,0,True,78.0,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803119,Good,7,7.9,120,112,8,93.33,16.0,0,0,2,0,0,0,8,1,Low,0,True,92.0,You are ready for OJT.
SE1803120,Critical,3,3.57,120,29,91,24.17,9.67,71,6,6,4,3,1,5,22,High,1,False,0.0,Complete at least 71 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803121,Good,3,7.02,120,63,57,52.5,21.0,37,1,1,1,0,0,6,7,Medium,0,False,60.5,Complete at least 37 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803122,Recovery,5,6.35,120,80,40,66.67,16.0,20,2,4,1,0,0,6,8,Medium,0,False,60.0,Complete at least 20 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803123,Average,5,6.97,120,87,33,72.5,17.4,13,1,1,2,1,0,6,9,Medium,0,False,61.5,Complete at least 13 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803124,AtRisk,4,5.08,120,50,70,41.67,12.5,50,4,4,3,1,0,6,16,High,1,False,22.0,Complete at least 50 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803125,Average,4,6.86,120,71,49,59.17,17.75,29,2,2,1,1,0,5,9,Medium,0,False,54.5,Complete at least 29 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803126,LateStarter,2,7.0,120,29,91,24.17,14.5,71,3,2,0,1,0,5,8,Medium,0,False,36.5,Complete at least 71 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803127,Good,4,7.87,120,71,49,59.17,17.75,29,0,0,1,0,0,5,4,Low,0,False,69.5,Complete at least 29 more credits. Complete all prerequisite courses.
SE1803128,Average,6,6.8,120,92,28,76.67,15.33,8,2,2,1,0,0,7,6,Medium,0,False,70.0,Complete at least 8 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803129,Good,3,7.61,120,59,61,49.17,19.67,41,0,2,1,0,0,6,6,Medium,0,False,59.5,Complete at least 41 more credits. Complete all prerequisite courses.
SE1803130,Good,4,8.45,120,76,44,63.33,19.0,24,0,1,1,0,0,6,5,Low,0,False,70.0,Complete at least 24 more credits. Complete all prerequisite courses.
SE1803131,Good,4,8.17,120,81,39,67.5,20.25,19,1,1,0,0,0,6,4,Low,0,False,75.5,Complete at least 19 more credits. Retake failed courses as soon as possible.
SE1803132,AtRisk,4,5.74,120,56,64,46.67,14.0,44,3,4,3,1,0,6,16,High,1,False,28.0,Complete at least 44 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803133,Average,4,6.53,120,74,46,61.67,18.5,26,1,1,2,1,0,5,10,Medium,0,False,55.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803134,Average,3,6.31,120,58,62,48.33,19.33,42,3,3,0,1,0,5,10,Medium,0,False,49.0,Complete at least 42 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803135,Average,1,6.55,120,18,102,15.0,18.0,82,1,1,0,0,0,5,6,Medium,0,False,44.0,Complete at least 82 more credits. Retake failed courses as soon as possible.
SE1803136,Critical,3,4.26,120,39,81,32.5,13.0,61,5,6,4,3,1,6,22,High,1,False,0.0,Complete at least 61 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803137,Good,3,7.53,120,58,62,48.33,19.33,42,0,1,0,0,0,5,4,Low,0,False,67.0,Complete at least 42 more credits.
SE1803138,Good,3,7.68,120,63,57,52.5,21.0,37,0,1,1,0,0,5,6,Medium,0,False,63.5,Complete at least 37 more credits. Complete all prerequisite courses.
SE1803139,Average,4,6.16,120,74,46,61.67,18.5,26,1,3,1,1,0,6,10,Medium,0,False,57.0,Complete at least 26 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803140,Average,7,6.66,120,109,11,90.83,15.57,0,2,4,1,1,0,8,8,Medium,0,False,69.5,Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803141,LateStarter,1,6.54,120,17,103,14.17,17.0,83,2,5,0,0,0,5,8,Medium,0,False,32.5,Complete at least 83 more credits. Retake failed courses as soon as possible.
SE1803142,Good,4,8.33,120,81,39,67.5,20.25,19,1,0,0,0,0,6,3,Low,0,False,77.5,Complete at least 19 more credits. Retake failed courses as soon as possible.
SE1803143,Good,6,8.34,120,102,18,85.0,17.0,0,0,1,0,0,0,7,1,Low,0,True,89.0,You are ready for OJT.
SE1803144,Excellent,2,9.44,120,38,82,31.67,19.0,62,0,0,0,0,0,6,3,Low,0,False,59.0,Complete at least 62 more credits.
SE1803145,Good,2,7.3,120,46,74,38.33,23.0,54,0,1,1,0,0,5,6,Medium,0,False,55.0,Complete at least 54 more credits. Complete all prerequisite courses.
SE1803146,Excellent,5,9.32,120,99,21,82.5,19.8,1,0,0,0,0,0,6,1,Low,0,False,89.5,Complete at least 1 more credits.
SE1803147,AtRisk,5,5.28,120,77,43,64.17,15.4,23,3,4,3,1,1,6,17,High,1,False,30.5,Complete at least 23 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803148,Good,6,8.17,120,109,11,90.83,18.17,0,1,0,0,0,0,7,1,Low,0,True,91.5,Retake failed courses as soon as possible.
SE1803149,AtRisk,5,5.35,120,78,42,65.0,15.6,22,5,3,3,1,1,7,18,High,1,False,27.0,Complete at least 22 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803150,Average,3,6.13,120,55,65,45.83,18.33,45,1,2,1,1,0,5,10,Medium,0,False,49.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803151,Excellent,7,8.63,120,113,7,94.17,16.14,0,0,0,0,0,0,8,0,Low,0,True,96.5,You are ready for OJT.
SE1803152,Average,3,6.59,120,55,65,45.83,18.33,45,3,4,2,0,0,6,11,High,1,False,38.5,Complete at least 45 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803153,Average,2,6.49,120,34,86,28.33,17.0,66,1,1,0,0,0,5,6,Medium,0,False,52.0,Complete at least 66 more credits. Retake failed courses as soon as possible.
SE1803154,Average,6,6.7,120,108,12,90.0,18.0,0,1,2,0,0,0,7,3,Low,0,True,87.0,Retake failed courses as soon as possible.
SE1803155,Average,3,6.52,120,54,66,45.0,18.0,46,1,1,2,1,0,6,11,High,1,False,45.0,Complete at least 46 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803156,AtRisk,3,5.12,120,45,75,37.5,15.0,55,3,3,3,1,0,5,16,High,1,False,24.5,Complete at least 55 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803157,Good,4,7.84,120,81,39,67.5,20.25,19,0,0,1,0,0,6,4,Low,0,False,74.5,Complete at least 19 more credits. Complete all prerequisite courses.
SE1803158,Critical,5,4.23,120,64,56,53.33,12.8,36,5,8,2,2,1,6,21,High,1,False,11.0,Complete at least 36 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803159,Average,6,6.79,120,107,13,89.17,17.83,0,2,1,1,0,0,6,5,Low,0,False,79.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803160,AtRisk,6,5.02,120,89,31,74.17,14.83,11,4,5,3,2,1,6,18,High,1,False,26.5,Complete at least 11 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803161,LateStarter,2,7.09,120,29,91,24.17,14.5,71,3,4,0,1,0,6,9,Medium,0,False,32.5,Complete at least 71 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803162,AtRisk,3,5.7,120,46,74,38.33,15.33,54,4,4,1,1,1,5,16,High,1,False,24.0,Complete at least 54 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803163,Good,1,7.29,120,21,99,17.5,21.0,79,0,0,0,0,0,5,3,Low,0,False,50.5,Complete at least 79 more credits.
SE1803164,LateStarter,5,6.77,120,90,30,75.0,18.0,10,2,2,1,1,0,6,8,Medium,0,False,64.0,Complete at least 10 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803165,Excellent,5,8.92,120,102,18,85.0,20.4,0,0,0,0,0,0,7,0,Low,0,True,91.0,You are ready for OJT.
SE1803166,Excellent,4,9.61,120,77,43,64.17,19.25,23,0,0,0,0,0,5,2,Low,0,False,78.5,Complete at least 23 more credits.
SE1803167,Average,3,6.18,120,49,71,40.83,16.33,51,1,1,1,1,0,6,10,Medium,0,False,48.5,Complete at least 51 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803168,Good,5,8.03,120,96,24,80.0,19.2,4,0,2,0,0,0,7,2,Low,0,False,84.0,Complete at least 4 more credits.
SE1803169,Average,1,6.57,120,17,103,14.17,17.0,83,1,3,2,0,0,6,10,Medium,0,False,27.5,Complete at least 83 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803170,AtRisk,4,5.99,120,53,67,44.17,13.25,47,3,3,3,2,0,5,17,High,1,False,23.5,Complete at least 47 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803171,Recovery,4,5.97,120,70,50,58.33,17.5,30,1,3,1,0,0,5,10,Medium,0,False,60.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803172,Good,5,7.95,120,90,30,75.0,18.0,10,0,2,0,0,0,6,2,Low,0,False,81.0,Complete at least 10 more credits.
SE1803173,Average,4,6.51,120,73,47,60.83,18.25,27,2,3,2,1,0,6,11,High,1,False,47.5,Complete at least 27 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803174,Excellent,3,9.65,120,56,64,46.67,18.67,44,0,0,0,0,0,6,3,Low,0,False,68.0,Complete at least 44 more credits.
SE1803175,Good,3,7.66,120,56,64,46.67,18.67,44,0,0,1,0,0,5,5,Low,0,False,62.0,Complete at least 44 more credits. Complete all prerequisite courses.
SE1803176,Average,2,6.77,120,34,86,28.33,17.0,66,1,3,1,0,0,6,9,Medium,0,False,42.0,Complete at least 66 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803177,AtRisk,5,5.88,120,70,50,58.33,14.0,30,4,6,1,1,1,7,16,High,1,False,32.0,Complete at least 30 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803178,Recovery,6,6.68,120,91,29,75.83,15.17,9,1,4,0,1,0,7,7,Medium,0,False,69.5,Complete at least 9 more credits. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803179,Good,5,7.4,120,93,27,77.5,18.6,7,1,0,1,0,0,7,4,Low,0,False,77.5,Complete at least 7 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803180,Recovery,7,6.77,120,105,15,87.5,15.0,0,2,3,0,1,0,8,6,Medium,0,True,75.5,Retake failed courses as soon as possible. Improve GPA to remove academic warning.
SE1803181,Good,6,8.01,120,110,10,91.67,18.33,0,1,1,1,0,0,7,4,Low,0,False,84.0,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803182,Excellent,3,8.51,120,55,65,45.83,18.33,45,0,0,0,0,0,5,3,Low,0,False,67.5,Complete at least 45 more credits.
SE1803183,LateStarter,7,6.58,120,111,9,92.5,15.86,0,3,4,2,0,0,8,8,Medium,0,False,66.5,Complete all prerequisite courses. Retake failed courses as soon as possible.
SE1803184,Average,5,6.76,120,86,34,71.67,17.2,14,2,2,2,1,0,7,9,Medium,0,False,56.0,Complete at least 14 more credits. Complete all prerequisite courses. Retake failed courses as soon as possible. Improve GPA to remove academic warning.
